#separator:,
#html:true
#if matches:keep both
#notetype:Spanish Conjugation
#deck:Spanish::conjugación::All verbs::presente: yo, tú, él
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint,tags
"aprobarse, yo, presente",aprobarse,aprobować,to pass,yo,presente,me apr<em>ue</em>bo,,true,,
"aprobarse, tú, presente",aprobarse,aprobować,to pass,tu,presente,te apr<em>ue</em>bas,,true,,
"aprobarse, él, presente",aprobarse,aprobować,to pass,el,presente,se apr<em>ue</em>ba,,true,,
"beber, yo, presente",beber,pić,to drink,yo,presente,bebo,,false,,
"beber, tú, presente",beber,pić,to drink,tu,presente,bebes,,false,,
"beber, él, presente",beber,pić,to drink,el,presente,bebe,,false,,
"buscar, yo, presente",buscar,szukać,to look for,yo,presente,busco,,false,,conjugation::basic-verb
"buscar, tú, presente",buscar,szukać,to look for,tu,presente,buscas,,false,,conjugation::basic-verb
"buscar, él, presente",buscar,szukać,to look for,el,presente,busca,,false,,conjugation::basic-verb
"caerse, yo, presente",caerse,upaść,to fall,yo,presente,me ca<em>ig</em>o,,true,,
"caerse, tú, presente",caerse,upaść,to fall,tu,presente,te caes,,false,,
"caerse, él, presente",caerse,upaść,to fall,el,presente,se cae,,false,,
"causar, yo, presente",causar,powodować,to cause,yo,presente,causo,,false,,
"causar, tú, presente",causar,powodować,to cause,tu,presente,causas,,false,,
"causar, él, presente",causar,powodować,to cause,el,presente,causa,,false,,
"cenar, yo, presente",cenar,jeść kolację,to have dinner,yo,presente,ceno,,false,,
"cenar, tú, presente",cenar,jeść kolację,to have dinner,tu,presente,cenas,,false,,
"cenar, él, presente",cenar,jeść kolację,to have dinner,el,presente,cena,,false,,
"cerrar, yo, presente",cerrar,zamykać,to close,yo,presente,c<em>i</em>erro,zamykam,true,,conjugation::po-polsku
"cerrar, tú, presente",cerrar,zamykać,to close,tu,presente,c<em>i</em>erras,zamykasz,true,,conjugation::po-polsku
"cerrar, él, presente",cerrar,zamykać,to close,el,presente,c<em>i</em>erra,zamyka,true,,conjugation::po-polsku
"comer, yo, presente",comer,jeść,to eat,yo,presente,como,jem,false,,conjugation::po-polsku conjugation::basic-verb
"comer, tú, presente",comer,jeść,to eat,tu,presente,comes,jesz,false,,conjugation::po-polsku conjugation::basic-verb
"comer, él, presente",comer,jeść,to eat,el,presente,come,je,false,,conjugation::po-polsku conjugation::basic-verb
"componer, yo, presente",componer,skomponować,to make up,yo,presente,compon<em>g</em>o,,true,,
"componer, tú, presente",componer,skomponować,to make up,tu,presente,compones,,false,,
"componer, él, presente",componer,skomponować,to make up,el,presente,compone,,false,,
"comprar, yo, presente",comprar,kupować,to buy,yo,presente,compro,kupuję,false,,conjugation::po-polsku conjugation::basic-verb
"comprar, tú, presente",comprar,kupować,to buy,tu,presente,compras,kupujesz,false,,conjugation::po-polsku conjugation::basic-verb
"comprar, él, presente",comprar,kupować,to buy,el,presente,compra,kupuje,false,,conjugation::po-polsku conjugation::basic-verb
"conducir, yo, presente",conducir,prowadzić,to lead,yo,presente,condu<em>z</em>co,,true,,
"conducir, tú, presente",conducir,prowadzić,to lead,tu,presente,conduces,,false,,
"conducir, él, presente",conducir,prowadzić,to lead,el,presente,conduce,,false,,
"confundirse, yo, presente",confundirse,pomylić się,to make a mistake,yo,presente,me confundo,,false,,conjugation::basic-verb
"confundirse, tú, presente",confundirse,pomylić się,to make a mistake,tu,presente,te confundes,,false,,conjugation::basic-verb
"confundirse, él, presente",confundirse,pomylić się,to make a mistake,el,presente,se confunde,,false,,conjugation::basic-verb
"conocer, yo, presente",conocer,znać,to know,yo,presente,cono<em>z</em>co,znam,true,,conjugation::po-polsku
"conocer, tú, presente",conocer,znać,to know,tu,presente,conoces,znasz,false,,conjugation::po-polsku
"conocer, él, presente",conocer,znać,to know,el,presente,conoce,zna,false,,conjugation::po-polsku
"conseguir, yo, presente",conseguir,zyskać,to get,yo,presente,cons<em>ig</em>o,zyskuję,true,,conjugation::po-polsku conjugation::basic-verb
"conseguir, tú, presente",conseguir,zyskać,to get,tu,presente,cons<em>i</em>gues,zyskujesz,true,,conjugation::po-polsku conjugation::basic-verb
"conseguir, él, presente",conseguir,zyskać,to get,el,presente,cons<em>i</em>gue,zyskuje,true,,conjugation::po-polsku conjugation::basic-verb
"construir, yo, presente",construir,budować,to build,yo,presente,constru<em>y</em>o,,true,,
"construir, tú, presente",construir,budować,to build,tu,presente,constru<em>y</em>es,,true,,
"construir, él, presente",construir,budować,to build,el,presente,constru<em>y</em>e,,true,,
"contar, yo, presente",contar,liczyć,to count,yo,presente,c<em>ue</em>nto,,true,,
"contar, tú, presente",contar,liczyć,to count,tu,presente,c<em>ue</em>ntas,,true,,
"contar, él, presente",contar,liczyć,to count,el,presente,c<em>ue</em>nta,,true,,
"crecer, yo, presente",crecer,rosnąć,to grow,yo,presente,cre<em>z</em>co,,true,,
"crecer, tú, presente",crecer,rosnąć,to grow,tu,presente,creces,,false,,
"crecer, él, presente",crecer,rosnąć,to grow,el,presente,crece,,false,,
"dar, yo, presente",dar,dać,to give,yo,presente,do<em>y</em>,daję,true,,conjugation::po-polsku conjugation::basic-verb
"dar, tú, presente",dar,dać,to give,tu,presente,das,dajesz,false,,conjugation::po-polsku conjugation::basic-verb
"dar, él, presente",dar,dać,to give,el,presente,da,daje,false,,conjugation::po-polsku conjugation::basic-verb
"deber, yo, presente",deber,musieć,to owe,yo,presente,debo,,false,,
"deber, tú, presente",deber,musieć,to owe,tu,presente,debes,,false,,
"deber, él, presente",deber,musieć,to owe,el,presente,debe,,false,,
"decir, yo, presente",decir,mówić,to say,yo,presente,d<em>ig</em>o,mówię,true,,conjugation::po-polsku conjugation::basic-verb
"decir, tú, presente",decir,mówić,to say,tu,presente,d<em>i</em>ces,mówisz,true,,conjugation::po-polsku conjugation::basic-verb
"decir, él, presente",decir,mówić,to say,el,presente,d<em>i</em>ce,mówi,true,,conjugation::po-polsku conjugation::basic-verb
"dejar, yo, presente",dejar,pozostawić,to leave,yo,presente,dejo,,false,,conjugation::basic-verb
"dejar, tú, presente",dejar,pozostawić,to leave,tu,presente,dejas,,false,,conjugation::basic-verb
"dejar, él, presente",dejar,pozostawić,to leave,el,presente,deja,,false,,conjugation::basic-verb
"desayunar, yo, presente",desayunar,jeść śniadanie,to have breakfast,yo,presente,desayuno,,false,,
"desayunar, tú, presente",desayunar,jeść śniadanie,to have breakfast,tu,presente,desayunas,,false,,
"desayunar, él, presente",desayunar,jeść śniadanie,to have breakfast,el,presente,desayuna,,false,,
"descubrir, yo, presente",descubrir,odkryć,to discover,yo,presente,descubro,odkrywam,false,,conjugation::po-polsku
"descubrir, tú, presente",descubrir,odkryć,to discover,tu,presente,descubres,odkrywasz,false,,conjugation::po-polsku
"descubrir, él, presente",descubrir,odkryć,to discover,el,presente,descubre,odkrywa,false,,conjugation::po-polsku
"despertarse, yo, presente",despertarse,budzić się,to wake up,yo,presente,me desp<em>i</em>erto,budzę się,true,,conjugation::po-polsku conjugation::basic-verb
"despertarse, tú, presente",despertarse,budzić się,to wake up,tu,presente,te desp<em>i</em>ertas,budzisz się,true,,conjugation::po-polsku conjugation::basic-verb
"despertarse, él, presente",despertarse,budzić się,to wake up,el,presente,se desp<em>i</em>erta,budzi się,true,,conjugation::po-polsku conjugation::basic-verb
"doler, yo, presente",doler,boleć,to hurt,yo,presente,d<em>ue</em>lo,,true,,
"doler, tú, presente",doler,boleć,to hurt,tu,presente,d<em>ue</em>les,,true,,
"doler, él, presente",doler,boleć,to hurt,el,presente,d<em>ue</em>le,,true,,
"dormir, yo, presente",dormir,spać,to sleep,yo,presente,d<em>ue</em>rmo,śpię,true,,conjugation::po-polsku conjugation::basic-verb
"dormir, tú, presente",dormir,spać,to sleep,tu,presente,d<em>ue</em>rmes,śpisz,true,,conjugation::po-polsku conjugation::basic-verb
"dormir, él, presente",dormir,spać,to sleep,el,presente,d<em>ue</em>rme,śpi,true,,conjugation::po-polsku conjugation::basic-verb
"dudar, yo, presente",dudar,wątpić,to doubt,yo,presente,dudo,,false,,
"dudar, tú, presente",dudar,wątpić,to doubt,tu,presente,dudas,,false,,
"dudar, él, presente",dudar,wątpić,to doubt,el,presente,duda,,false,,
"empezar, yo, presente",empezar,zaczynać,to start,yo,presente,emp<em>i</em>ezo,zaczynam,true,,conjugation::po-polsku conjugation::basic-verb
"empezar, tú, presente",empezar,zaczynać,to start,tu,presente,emp<em>i</em>ezas,zaczynasz,true,,conjugation::po-polsku conjugation::basic-verb
"empezar, él, presente",empezar,zaczynać,to start,el,presente,emp<em>i</em>eza,zaczyna,true,,conjugation::po-polsku conjugation::basic-verb
"encontrar, yo, presente",encontrar,znaleźć,to find,yo,presente,enc<em>ue</em>ntro,,true,,conjugation::basic-verb
"encontrar, tú, presente",encontrar,znaleźć,to find,tu,presente,enc<em>ue</em>ntras,,true,,conjugation::basic-verb
"encontrar, él, presente",encontrar,znaleźć,to find,el,presente,enc<em>ue</em>ntra,,true,,conjugation::basic-verb
"entender, yo, presente",entender,rozumieć,to understand,yo,presente,ent<em>i</em>endo,,true,,conjugation::basic-verb
"entender, tú, presente",entender,rozumieć,to understand,tu,presente,ent<em>i</em>endes,,true,,conjugation::basic-verb
"entender, él, presente",entender,rozumieć,to understand,el,presente,ent<em>i</em>ende,,true,,conjugation::basic-verb
"equivocarse, yo, presente",equivocarse,pomylić się,to make a mistake,yo,presente,me equivoco,,false,,
"equivocarse, tú, presente",equivocarse,pomylić się,to make a mistake,tu,presente,te equivocas,,false,,
"equivocarse, él, presente",equivocarse,pomylić się,to make a mistake,el,presente,se equivoca,,false,,
"escribir, yo, presente",escribir,pisać,to write,yo,presente,escribo,piszę,false,,conjugation::po-polsku
"escribir, tú, presente",escribir,pisać,to write,tu,presente,escribes,piszesz,false,,conjugation::po-polsku
"escribir, él, presente",escribir,pisać,to write,el,presente,escribe,pisze,false,,conjugation::po-polsku
"escuchar, yo, presente",escuchar,słuchać,to listen to,yo,presente,escucho,,false,,conjugation::basic-verb
"escuchar, tú, presente",escuchar,słuchać,to listen to,tu,presente,escuchas,,false,,conjugation::basic-verb
"escuchar, él, presente",escuchar,słuchać,to listen to,el,presente,escucha,,false,,conjugation::basic-verb
"esperar, yo, presente",esperar,czekać,to wait for,yo,presente,espero,czekam,false,,conjugation::po-polsku
"esperar, tú, presente",esperar,czekać,to wait for,tu,presente,esperas,czekasz,false,,conjugation::po-polsku
"esperar, él, presente",esperar,czekać,to wait for,el,presente,espera,czeka,false,,conjugation::po-polsku
"estar, yo, presente",estar,być,to be,yo,presente,esto<em>y</em>,jestem,true,estar,conjugation::po-polsku conjugation::basic-verb
"estar, tú, presente",estar,być,to be,tu,presente,est<em>á</em>s,jesteś,true,estar,conjugation::po-polsku conjugation::basic-verb
"estar, él, presente",estar,być,to be,el,presente,est<em>á</em>,jest,true,estar,conjugation::po-polsku conjugation::basic-verb
"fregar, yo, presente",fregar,szorować,to wash,yo,presente,fr<em>i</em>ego,,true,,
"fregar, tú, presente",fregar,szorować,to wash,tu,presente,fr<em>i</em>egas,,true,,
"fregar, él, presente",fregar,szorować,to wash,el,presente,fr<em>i</em>ega,,true,,
"freír, yo, presente",freír,smażyć,to fry,yo,presente,fr<em>í</em>o,,true,,
"freír, tú, presente",freír,smażyć,to fry,tu,presente,fr<em>í</em>es,,true,,
"freír, él, presente",freír,smażyć,to fry,el,presente,fr<em>í</em>e,,true,,
"haber, yo, presente",haber,egzystować,to have,yo,presente,h<em>e</em>,,true,,conjugation::basic-verb
"haber, tú, presente",haber,egzystować,to have,tu,presente,ha<em>s</em>,,true,,conjugation::basic-verb
"haber, él, presente",haber,egzystować,to have,el,presente,h<em>a</em>,,true,,conjugation::basic-verb
"hacer, yo, presente",hacer,robić,to do,yo,presente,ha<em>g</em>o,,true,,conjugation::basic-verb
"hacer, tú, presente",hacer,robić,to do,tu,presente,haces,,false,,conjugation::basic-verb
"hacer, él, presente",hacer,robić,to do,el,presente,hace,,false,,conjugation::basic-verb
"hervir, yo, presente",hervir,gotować,to boil,yo,presente,h<em>i</em>ervo,,true,,
"hervir, tú, presente",hervir,gotować,to boil,tu,presente,h<em>i</em>erves,,true,,
"hervir, él, presente",hervir,gotować,to boil,el,presente,h<em>i</em>erve,,true,,
"huir, yo, presente",huir,uciekać,to escape,yo,presente,hu<em>y</em>o,,true,,
"huir, tú, presente",huir,uciekać,to escape,tu,presente,hu<em>y</em>es,,true,,
"huir, él, presente",huir,uciekać,to escape,el,presente,hu<em>y</em>e,,true,,
"imaginar, yo, presente",imaginar,wyobrażać sobie,to imagine,yo,presente,imagino,,false,,
"imaginar, tú, presente",imaginar,wyobrażać sobie,to imagine,tu,presente,imaginas,,false,,
"imaginar, él, presente",imaginar,wyobrażać sobie,to imagine,el,presente,imagina,,false,,
"influir, yo, presente",influir,wpływać,to influence,yo,presente,influ<em>y</em>o,,true,,
"influir, tú, presente",influir,wpływać,to influence,tu,presente,influ<em>y</em>es,,true,,
"influir, él, presente",influir,wpływać,to influence,el,presente,influ<em>y</em>e,,true,,
"ir, yo, presente",ir,iść,to go,yo,presente,<em>voy</em>,idę,true,ir,conjugation::po-polsku conjugation::basic-verb
"ir, tú, presente",ir,iść,to go,tu,presente,<em>vas</em>,idziesz,true,ir,conjugation::po-polsku conjugation::basic-verb
"ir, él, presente",ir,iść,to go,el,presente,<em>va</em>,idzie,true,ir,conjugation::po-polsku conjugation::basic-verb
"jugar, yo, presente",jugar,grać,to play,yo,presente,ju<em>e</em>go,,true,,
"jugar, tú, presente",jugar,grać,to play,tu,presente,ju<em>e</em>gas,,true,,
"jugar, él, presente",jugar,grać,to play,el,presente,ju<em>e</em>ga,,true,,
"lavar, yo, presente",lavar,myć,to wash,yo,presente,lavo,,false,,conjugation::basic-verb
"lavar, tú, presente",lavar,myć,to wash,tu,presente,lavas,,false,,conjugation::basic-verb
"lavar, él, presente",lavar,myć,to wash,el,presente,lava,,false,,conjugation::basic-verb
"lavarse, yo, presente",lavarse,myć się,to wash,yo,presente,me lavo,myję się,false,,conjugation::po-polsku
"lavarse, tú, presente",lavarse,myć się,to wash,tu,presente,te lavas,myjesz się,false,,conjugation::po-polsku
"lavarse, él, presente",lavarse,myć się,to wash,el,presente,se lava,myje się,false,,conjugation::po-polsku
"levantarse, yo, presente",levantarse,wstać; obudzić się,to get up,yo,presente,me levanto,wstaję,false,,conjugation::po-polsku conjugation::basic-verb
"levantarse, tú, presente",levantarse,wstać; obudzić się,to get up,tu,presente,te levantas,wstajesz,false,,conjugation::po-polsku conjugation::basic-verb
"levantarse, él, presente",levantarse,wstać; obudzić się,to get up,el,presente,se levanta,wstaje,false,,conjugation::po-polsku conjugation::basic-verb
"limpiar, yo, presente",limpiar,czyścić,to clean,yo,presente,limpio,czyszczę,false,,conjugation::po-polsku
"limpiar, tú, presente",limpiar,czyścić,to clean,tu,presente,limpias,czyścisz,false,,conjugation::po-polsku
"limpiar, él, presente",limpiar,czyścić,to clean,el,presente,limpia,czyści,false,,conjugation::po-polsku
"llamarse, yo, presente",llamarse,nazywać się,to be called,yo,presente,me llamo,nazywam się,false,,conjugation::po-polsku
"llamarse, tú, presente",llamarse,nazywać się,to be called,tu,presente,te llamas,nazywasz się,false,,conjugation::po-polsku
"llamarse, él, presente",llamarse,nazywać się,to be called,el,presente,se llama,nazywa się,false,,conjugation::po-polsku
"llevar, yo, presente",llevar,nosić,to take,yo,presente,llevo,,false,,conjugation::basic-verb
"llevar, tú, presente",llevar,nosić,to take,tu,presente,llevas,,false,,conjugation::basic-verb
"llevar, él, presente",llevar,nosić,to take,el,presente,lleva,,false,,conjugation::basic-verb
"llevarse, yo, presente",llevarse,dogadywać się,to take,yo,presente,me llevo,,false,,
"llevarse, tú, presente",llevarse,dogadywać się,to take,tu,presente,te llevas,,false,,
"llevarse, él, presente",llevarse,dogadywać się,to take,el,presente,se lleva,,false,,
"llover, yo, presente",llover,padać,to rain,yo,presente,ll<em>ue</em>vo,,true,,
"llover, tú, presente",llover,padać,to rain,tu,presente,ll<em>ue</em>ves,,true,,
"llover, él, presente",llover,padać,to rain,el,presente,ll<em>ue</em>ve,,true,,
"luchar, yo, presente",luchar,walczyć,to fight,yo,presente,lucho,,false,,
"luchar, tú, presente",luchar,walczyć,to fight,tu,presente,luchas,,false,,
"luchar, él, presente",luchar,walczyć,to fight,el,presente,lucha,,false,,
"marcar, yo, presente",marcar,zaznaczać,to mark,yo,presente,marco,,false,,
"marcar, tú, presente",marcar,zaznaczać,to mark,tu,presente,marcas,,false,,
"marcar, él, presente",marcar,zaznaczać,to mark,el,presente,marca,,false,,
"medir, yo, presente",medir,mierzyć,to measure,yo,presente,m<em>i</em>do,,true,,
"medir, tú, presente",medir,mierzyć,to measure,tu,presente,m<em>i</em>des,,true,,
"medir, él, presente",medir,mierzyć,to measure,el,presente,m<em>i</em>de,,true,,
"mirar, yo, presente",mirar,spojrzeć,to look at,yo,presente,miro,,false,,conjugation::basic-verb
"mirar, tú, presente",mirar,spojrzeć,to look at,tu,presente,miras,,false,,conjugation::basic-verb
"mirar, él, presente",mirar,spojrzeć,to look at,el,presente,mira,,false,,conjugation::basic-verb
"morir, yo, presente",morir,umrzeć,to die,yo,presente,m<em>ue</em>ro,,true,,
"morir, tú, presente",morir,umrzeć,to die,tu,presente,m<em>ue</em>res,,true,,
"morir, él, presente",morir,umrzeć,to die,el,presente,m<em>ue</em>re,,true,,
"mostrar, yo, presente",mostrar,pokazywać,to show,yo,presente,m<em>ue</em>stro,,true,,
"mostrar, tú, presente",mostrar,pokazywać,to show,tu,presente,m<em>ue</em>stras,,true,,
"mostrar, él, presente",mostrar,pokazywać,to show,el,presente,m<em>ue</em>stra,,true,,
"mover, yo, presente",mover,przenosić,to move,yo,presente,m<em>ue</em>vo,,true,,
"mover, tú, presente",mover,przenosić,to move,tu,presente,m<em>ue</em>ves,,true,,
"mover, él, presente",mover,przenosić,to move,el,presente,m<em>ue</em>ve,,true,,
"nacer, yo, presente",nacer,urodzić się,to be born,yo,presente,na<em>z</em>co,rodzę,true,,conjugation::po-polsku
"nacer, tú, presente",nacer,urodzić się,to be born,tu,presente,naces,rodzisz,false,,conjugation::po-polsku
"nacer, él, presente",nacer,urodzić się,to be born,el,presente,nace,rodzi,false,,conjugation::po-polsku
"obtener, yo, presente",obtener,uzyskać,to get,yo,presente,obten<em>g</em>o,,true,,
"obtener, tú, presente",obtener,uzyskać,to get,tu,presente,obt<em>i</em>enes,,true,,
"obtener, él, presente",obtener,uzyskać,to get,el,presente,obt<em>i</em>ene,,true,,
"oír, yo, presente",oír,słyszeć,to hear,yo,presente,o<em>ig</em>o,,true,,conjugation::basic-verb
"oír, tú, presente",oír,słyszeć,to hear,tu,presente,o<em>y</em>es,,true,,conjugation::basic-verb
"oír, él, presente",oír,słyszeć,to hear,el,presente,o<em>y</em>e,,true,,conjugation::basic-verb
"oler, yo, presente",oler,wąchać,to smell,yo,presente,<em>hue</em>lo,,true,,
"oler, tú, presente",oler,wąchać,to smell,tu,presente,<em>hue</em>les,,true,,
"oler, él, presente",oler,wąchać,to smell,el,presente,<em>hue</em>le,,true,,
"pagar, yo, presente",pagar,płacić,to pay,yo,presente,pago,,false,,conjugation::basic-verb
"pagar, tú, presente",pagar,płacić,to pay,tu,presente,pagas,,false,,conjugation::basic-verb
"pagar, él, presente",pagar,płacić,to pay,el,presente,paga,,false,,conjugation::basic-verb
"parecer, yo, presente",parecer,przypominać,to seem,yo,presente,pare<em>z</em>co,,true,,
"parecer, tú, presente",parecer,przypominać,to seem,tu,presente,pareces,,false,,
"parecer, él, presente",parecer,przypominać,to seem,el,presente,parece,,false,,
"pedir, yo, presente",pedir,poprosić,to ask for,yo,presente,p<em>i</em>do,,true,,conjugation::basic-verb
"pedir, tú, presente",pedir,poprosić,to ask for,tu,presente,p<em>i</em>des,,true,,conjugation::basic-verb
"pedir, él, presente",pedir,poprosić,to ask for,el,presente,p<em>i</em>de,,true,,conjugation::basic-verb
"pensar, yo, presente",pensar,myśleć,to think,yo,presente,p<em>i</em>enso,myślę,true,,conjugation::po-polsku conjugation::basic-verb
"pensar, tú, presente",pensar,myśleć,to think,tu,presente,p<em>i</em>ensas,myślisz,true,,conjugation::po-polsku conjugation::basic-verb
"pensar, él, presente",pensar,myśleć,to think,el,presente,p<em>i</em>ensa,myśli,true,,conjugation::po-polsku conjugation::basic-verb
"poder, yo, presente",poder,móc,to be able to,yo,presente,p<em>ue</em>do,mogę,true,,conjugation::po-polsku conjugation::basic-verb
"poder, tú, presente",poder,móc,to be able to,tu,presente,p<em>ue</em>des,możesz,true,,conjugation::po-polsku conjugation::basic-verb
"poder, él, presente",poder,móc,to be able to,el,presente,p<em>ue</em>de,może,true,,conjugation::po-polsku conjugation::basic-verb
"poner, yo, presente",poner,kłaść,to put,yo,presente,pon<em>g</em>o,,true,poner,conjugation::basic-verb
"poner, tú, presente",poner,kłaść,to put,tu,presente,pones,,false,poner,conjugation::basic-verb
"poner, él, presente",poner,kłaść,to put,el,presente,pone,,false,poner,conjugation::basic-verb
"preferir, yo, presente",preferir,preferować,to prefer,yo,presente,pref<em>i</em>ero,preferuję,true,,conjugation::po-polsku
"preferir, tú, presente",preferir,preferować,to prefer,tu,presente,pref<em>i</em>eres,preferujesz,true,,conjugation::po-polsku
"preferir, él, presente",preferir,preferować,to prefer,el,presente,pref<em>i</em>ere,preferuje,true,,conjugation::po-polsku
"preparar, yo, presente",preparar,przygotować,to prepare,yo,presente,preparo,przygotowuję,false,,conjugation::po-polsku
"preparar, tú, presente",preparar,przygotować,to prepare,tu,presente,preparas,przygotowujesz,false,,conjugation::po-polsku
"preparar, él, presente",preparar,przygotować,to prepare,el,presente,prepara,przygotowuje,false,,conjugation::po-polsku
"producir, yo, presente",producir,produkować,to produce,yo,presente,produ<em>z</em>co,,true,,
"producir, tú, presente",producir,produkować,to produce,tu,presente,produces,,false,,
"producir, él, presente",producir,produkować,to produce,el,presente,produce,,false,,
"prohibir, yo, presente",prohibir,zabronić,to prohibit,yo,presente,proh<em>í</em>bo,,true,,
"prohibir, tú, presente",prohibir,zabronić,to prohibit,tu,presente,proh<em>í</em>bes,,true,,
"prohibir, él, presente",prohibir,zabronić,to prohibit,el,presente,proh<em>í</em>be,,true,,
"querer, yo, presente",querer,chcieć,to want,yo,presente,qu<em>i</em>ero,chcę,true,,conjugation::po-polsku conjugation::basic-verb
"querer, tú, presente",querer,chcieć,to want,tu,presente,qu<em>i</em>eres,chcesz,true,,conjugation::po-polsku conjugation::basic-verb
"querer, él, presente",querer,chcieć,to want,el,presente,qu<em>i</em>ere,chce,true,,conjugation::po-polsku conjugation::basic-verb
"rechazar, yo, presente",rechazar,odrzucać,to reject,yo,presente,rechazo,,false,,
"rechazar, tú, presente",rechazar,odrzucać,to reject,tu,presente,rechazas,,false,,
"rechazar, él, presente",rechazar,odrzucać,to reject,el,presente,rechaza,,false,,
"repetir, yo, presente",repetir,powtarzać,to do again,yo,presente,rep<em>i</em>to,powtarzam,true,,conjugation::po-polsku
"repetir, tú, presente",repetir,powtarzać,to do again,tu,presente,rep<em>i</em>tes,powtarzasz,true,,conjugation::po-polsku
"repetir, él, presente",repetir,powtarzać,to do again,el,presente,rep<em>i</em>te,powtarza,true,,conjugation::po-polsku
"romperse, yo, presente",romperse,złamać,to break,yo,presente,me rompo,,false,,
"romperse, tú, presente",romperse,złamać,to break,tu,presente,te rompes,,false,,
"romperse, él, presente",romperse,złamać,to break,el,presente,se rompe,,false,,
"romper, yo, presente",romper,łamać,to break,yo,presente,rompo,,false,,
"romper, tú, presente",romper,łamać,to break,tu,presente,rompes,,false,,
"romper, él, presente",romper,łamać,to break,el,presente,rompe,,false,,
"saber, yo, presente",saber,wiedzieć,to know,yo,presente,s<em>é</em>,wiem,true,,conjugation::po-polsku conjugation::basic-verb
"saber, tú, presente",saber,wiedzieć,to know,tu,presente,sabes,wiesz,false,,conjugation::po-polsku conjugation::basic-verb
"saber, él, presente",saber,wiedzieć,to know,el,presente,sabe,wie,false,,conjugation::po-polsku conjugation::basic-verb
"sacarse, yo, presente",sacarse,dostać,to take off,yo,presente,me saco,,false,,
"sacarse, tú, presente",sacarse,dostać,to take off,tu,presente,te sacas,,false,,
"sacarse, él, presente",sacarse,dostać,to take off,el,presente,se saca,,false,,
"salir, yo, presente",salir,wychodzić,to go out,yo,presente,sal<em>g</em>o,wychodzę,true,,conjugation::po-polsku conjugation::basic-verb
"salir, tú, presente",salir,wychodzić,to go out,tu,presente,sales,wychodzisz,false,,conjugation::po-polsku conjugation::basic-verb
"salir, él, presente",salir,wychodzić,to go out,el,presente,sale,wychodzi,false,,conjugation::po-polsku conjugation::basic-verb
"seguir, yo, presente",seguir,kontynuować,to follow,yo,presente,s<em>ig</em>o,,true,,conjugation::basic-verb
"seguir, tú, presente",seguir,kontynuować,to follow,tu,presente,s<em>i</em>gues,,true,,conjugation::basic-verb
